bathrooms,bedrooms,link,listing_type,location,price,purpose,size_sqm,title,source,price_per_sqm,beds_bin
9.0,9,https://www.dubizzle.com.om/en/ad/contemporary-3-bedroom-townhouse-in-murooj-lanes-al-mouj-muscat-ID130476260.html,For Sale,"The Wave (Almouj), Muscat",215000.0,Sale,200.0,Contemporary 3 Bedroom Townhouse in Murooj Lanes Al Mouj Muscat,dubizzle,1075.0,"(6, 15]"
3.0,2,https://www.dubizzle.com.om/en/ad/one-bedroom-apartment-for-sale-murooj-lanes-al-mouj-muscat-ID130475819.html,For Sale,"The Wave (Almouj), Muscat",105000.0,Sale,200.0,One Bedroom Apartment for Sale Murooj Lanes Al Mouj Muscat,dubizzle,525.0,"(1, 2]"
7.0,6,https://www.dubizzle.com.om/en/ad/6-br-villa-for-sale-in-al-amerat-second-heights-ID129890174.html,For Sale,"Al Amarat, Muscat",67000.0,Sale,200.0,6 BR Villa for Sale in Al Amerat Second Heights,dubizzle,335.0,"(4, 6]"
3.0,2,https://www.dubizzle.com.om/en/ad/2-br-exceptional-apartment-in-yiti-freehold-and-off-plan-ID129883760.html,For Sale,"Yiti, Muscat",141780.0,Sale,200.0,2 BR Exceptional Apartment In Yiti Freehold and Off Plan,dubizzle,708.9,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/1-br-freehold-off-plan-apartment-in-yiti-by-dar-global-ID129883714.html,For Sale,"Yiti, Muscat",94570.0,Sale,200.0,1 BR Freehold Off Plan Apartment in Yiti By Dar Global,dubizzle,472.85,"(1, 2]"
9.0,9,https://www.dubizzle.com.om/en/ad/6-br-1-maids-room-amazing-villa-for-sale-in-mawaleh-ID129805280.html,For Sale,"Al Mawaleh, Muscat",146000.0,Sale,200.0,6 BR 1 Maid s Room Amazing Villa for Sale in Mawaleh,dubizzle,730.0,"(6, 15]"
3.0,2,https://www.dubizzle.com.om/en/ad/2-1-br-fully-furnished-apartment-in-bausher-ID129642102.html,For Sale,"Bosher, Muscat",54000.0,Sale,200.0,2 1 BR Fully Furnished Apartment in Bausher,dubizzle,270.0,"(1, 2]"
3.0,3,https://www.dubizzle.com.om/en/ad/3-br-stunning-freehold-townhouse-with-sea-view-aida-darglobal-ID129639474.html,For Sale,"Qantab, Muscat",169500.0,Sale,200.0,3 BR Stunning Freehold Townhouse with Sea View AIDA Darglobal,dubizzle,847.5,"(2, 3]"
9.0,9,https://www.dubizzle.com.om/en/ad/6-1-br-incredible-villa-in-mawaleh-for-sale-ID129458188.html,For Sale,"Al Mawaleh, Muscat",180000.0,Sale,200.0,6 1 BR Incredible Villa in Mawaleh for Sale,dubizzle,900.0,"(6, 15]"
5.0,5,https://www.dubizzle.com.om/en/ad/30-br-commercial-use-villa-for-sale-mawaleh-ID129281693.html,For Sale,"Al Mawaleh, Muscat",625000.0,Sale,200.0,30 BR Commercial Use Villa for Sale Mawaleh,dubizzle,3125.0,"(4, 6]"
2.0,2,https://www.dubizzle.com.om/en/ad/2-1-br-ground-floor-off-plan-freehold-villa-with-pool-in-sifah-ID129099745.html,For Sale,"Al Sifah, Muscat",197736.0,Sale,200.0,2 1 BR Ground Floor Off Plan Freehold Villa with Pool in Sifah,dubizzle,988.68,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/1-br-apartment-in-muscat-bay-offplan-and-freehold-ID129062422.html,For Sale,"Qantab, Muscat",89500.0,Sale,200.0,1 BR Apartment in Muscat Bay Offplan and Freehold,dubizzle,447.5,"(1, 2]"
5.0,3,https://www.dubizzle.com.om/en/ad/3-1-br-freehold-townhouse-with-partial-sea-view-in-yiti-aida-ID129042050.html,For Sale,"Yiti, Muscat",269290.0,Sale,200.0,3 1 BR Freehold Townhouse with Partial Sea View in Yiti Aida,dubizzle,1346.45,"(2, 3]"
2.0,2,https://www.dubizzle.com.om/en/ad/3-br-marina-view-freehold-apartment-in-al-mouj-for-sale-ID128893068.html,For Sale,"The Wave (Almouj), Muscat",250000.0,Sale,200.0,3 BR Marina View Freehold Apartment in Al Mouj For Sale,dubizzle,1250.0,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/2-br-sea-view-flat-in-al-mouj-for-sale-ID128271389.html,For Sale,"The Wave (Almouj), Muscat",145000.0,Sale,200.0,2 BR Sea View Flat in Al Mouj For Sale,dubizzle,725.0,"(0, 1]"
3.0,2,https://www.dubizzle.com.om/en/ad/2-br-freehold-modern-flat-for-sale-muscat-hills-ID127531493.html,For Sale,"Muscat Hills, Muscat",83461.0,Sale,200.0,2 BR Freehold Modern Flat For Sale Muscat Hills,dubizzle,417.305,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/1-br-freehold-large-flat-in-muscat-hills-blv-tower-ID127331782.html,For Sale,"Muscat Hills, Muscat",66147.0,Sale,200.0,1 BR Freehold Large Flat in Muscat Hills BLV Tower,dubizzle,330.735,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/3-br-compact-furnished-flat-in-mawaleh-ID130184606.html,For Sale,"Al Mawaleh, Muscat",130000.0,Sale,200.0,3 BR Compact Furnished Flat in Mawaleh,dubizzle,650.0,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/33-sqm-leasehold-studio-apartment-in-salalah-taqah-blue-beach-ID130184501.html,For Sale,"Salalah, Dhofar",55000.0,Sale,200.0,33 SQM Leasehold Studio Apartment in Salalah Taqah Blue Beach,dubizzle,275.0,"(0, 1]"
1.0,1,https://www.dubizzle.com.om/en/ad/1-br-stunning-leasehold-duplex-apartment-salalah-taqah-long-beach-ID130184299.html,For Sale,"Salalah, Dhofar",95000.0,Sale,200.0,1 BR Stunning Leasehold Duplex Apartment Salalah Taqah Long beach,dubizzle,475.0,"(0, 1]"
9.0,9,https://www.dubizzle.com.om/en/ad/5-br-maids-room-freehold-modern-villa-in-sultan-haitham-city-ID130183348.html,For Sale,"Al Maabilah, Muscat",149695.0,Sale,200.0,5 BR Maid s Room Freehold Modern Villa in Sultan Haitham City,dubizzle,748.475,"(6, 15]"
3.0,3,https://www.dubizzle.com.om/en/ad/1-br-freehold-stunning-apartment-in-sultan-haitham-city-ID130183195.html,For Sale,"Al Maabilah, Muscat",46150.0,Sale,200.0,1 BR Freehold Stunning Apartment in Sultan Haitham City,dubizzle,230.75,"(2, 3]"
4.0,4,https://www.dubizzle.com.om/en/ad/3-br-maids-room-stunning-townhouse-in-sultan-haitham-city-ID130029347.html,For Sale,"Al Maabilah, Muscat",132300.0,Sale,200.0,3 BR Maid s Room Stunning Townhouse in Sultan Haitham City,dubizzle,661.5,"(3, 4]"
2.0,2,https://www.dubizzle.com.om/en/ad/1-br-furnished-incredible-apartment-with-balcony-marriott-residences-ID130027324.html,For Sale,"Yiti, Muscat",122540.0,Sale,200.0,1 BR Furnished Incredible Apartment with balcony Marriott Residences,dubizzle,612.7,"(1, 2]"
5.0,3,https://www.dubizzle.com.om/en/ad/3-br-maids-room-stunning-villa-muscat-bay-with-swimming-pool-ID130026803.html,For Sale,"Qantab, Muscat",330750.0,Sale,200.0,3 BR Maid s Room Stunning Villa Muscat Bay with Swimming Pool,dubizzle,1653.75,"(2, 3]"
4.0,3,https://www.dubizzle.com.om/en/ad/2-br-maids-room-freehold-offplan-apartment-in-sohar-ID130014098.html,For Sale,"Sohar, Al Batinah",55319.0,Sale,200.0,2 BR Maid s room Freehold Offplan Apartment in Sohar,dubizzle,276.595,"(2, 3]"
3.0,2,https://www.dubizzle.com.om/en/ad/1-br-complex-apartment-in-al-khuwair-ID129943451.html,For Sale,"Al Khuwair, Muscat",45900.0,Sale,200.0,1 BR Complex Apartment in Al Khuwair,dubizzle,229.5,"(1, 2]"
7.0,5,https://www.dubizzle.com.om/en/ad/3-br-maids-room-freehold-off-plan-townhouse-in-sultan-haitham-city-ID129810193.html,For Sale,"Al Maabilah, Muscat",121200.0,Sale,200.0,3 BR Maid s Room Freehold Off Plan Townhouse in Sultan Haitham City,dubizzle,606.0,"(4, 6]"
3.0,2,https://www.dubizzle.com.om/en/ad/3-1-br-duplex-apartment-in-sultan-haitham-city-freehold-property-ID129719332.html,For Sale,"Al Maabilah, Muscat",95840.0,Sale,200.0,3 1 BR Duplex Apartment in Sultan Haitham City Freehold Property,dubizzle,479.2,"(1, 2]"
3.0,3,https://www.dubizzle.com.om/en/ad/1-br-apartment-in-sultan-haitham-city-freehold-ID129138618.html,For Sale,"Al Maabilah, Muscat",48600.0,Sale,200.0,1 BR Apartment In Sultan Haitham City Freehold,dubizzle,243.0,"(2, 3]"
7.0,6,https://www.dubizzle.com.om/en/ad/deal-alert-4-br-maids-room-brand-new-villa-in-al-bustan-for-sale-ID128640698.html,For Sale,"Al Bustan, Muscat",83000.0,Sale,200.0,DEAL ALERT 4 BR Maid s Room Brand New Villa in Al Bustan for Sale,dubizzle,415.0,"(4, 6]"
4.0,4,https://www.dubizzle.com.om/en/ad/4-1-br-brand-new-freehold-townhouse-with-rooftop-pool-muscat-hill-ID127451902.html,For Sale,"Muscat Hills, Muscat",241000.0,Sale,200.0,4 1 BR Brand New Freehold Townhouse with Rooftop Pool Muscat Hill,dubizzle,1205.0,"(3, 4]"
7.0,5,https://www.dubizzle.com.om/en/ad/for-sale-modern-villa-in-al-mouj-muscat-ID130475449.html,For Sale,"The Wave (Almouj), Muscat",295000.0,Sale,200.0,For Sale Modern Villa in Al Mouj Muscat,dubizzle,1475.0,"(4, 6]"
1.0,1,https://www.dubizzle.com.om/en/ad/free-hold-own-your-apartment-in-al-khoud-uptown-muscat-ID129792521.html,For Sale,"Al Khoud, Muscat",50000.0,Sale,200.0,Free Hold Own your apartment in Al Khoud Uptown Muscat,dubizzle,250.0,"(0, 1]"
2.0,1,https://www.dubizzle.com.om/en/ad/reduced-price-2bhk-in-the-great-escape-in-aida-with-sea-view-fsa69-ID130051463.html,For Sale,"Yiti, Muscat",135000.0,Sale,200.0,Reduced Price 2BHK in The Great Escape in AIDA with Sea View FSA69,dubizzle,675.0,"(0, 1]"
7.0,5,https://www.dubizzle.com.om/en/ad/free-hold-amazing-4bhk-villa-for-sale-in-muscat-hills-fsv100-ID130046163.html,For Sale,"Muscat Hills, Muscat",310000.0,Sale,200.0,Free Hold Amazing 4BHK Villa For Sale in Muscat Hills FSV100,dubizzle,1550.0,"(4, 6]"
4.0,3,https://www.dubizzle.com.om/en/ad/21-bhk-apartment-with-sea-view-for-sale-muscat-bay-fsa65-ID129985095.html,For Sale,"Barr Al Jissah, Muscat",210000.0,Sale,200.0,2 1 BHK Apartment with Sea View for Sale Muscat Bay FSA65,dubizzle,1050.0,"(2, 3]"
7.0,5,https://www.dubizzle.com.om/en/ad/magnificent-41-bhk-villa-available-for-sale-fsv25-ID130046155.html,For Sale,"Muscat Hills, Muscat",210000.0,Sale,200.0,Magnificent 4 1 BHK Villa Available For Sale FSV25,dubizzle,1050.0,"(4, 6]"
4.0,3,https://www.dubizzle.com.om/en/ad/free-hold-exceptional-21-bhk-apartment-for-sale-in-muscat-bay-fsa64-ID129972093.html,For Sale,"Barr Al Jissah, Muscat",170000.0,Sale,200.0,FREE HOLD Exceptional 2 1 BHK Apartment for Sale in Muscat Bay FSA64,dubizzle,850.0,"(2, 3]"
3.0,2,https://www.dubizzle.com.om/en/ad/1bhk-apartment-for-sale-in-the-blv-tower-muscat-hills-fsa58-ID129722179.html,For Sale,"Muscat Hills, Muscat",73000.0,Sale,200.0,1BHK Apartment FOR SALE in The BLV Tower Muscat Hills FSA58,dubizzle,365.0,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/elegant-front-view-2bhk-for-sale-in-muscat-hills-fsa34-ID129291734.html,For Sale,"Muscat Hills, Muscat",78000.0,Sale,200.0,Elegant Front View 2BHK For Sale in Muscat Hills FSA34,dubizzle,390.0,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/modern-2bhk-apartment-for-sale-in-al-mouj-meria-east-fsa37-ID129231923.html,For Sale,"The Wave (Almouj), Muscat",125000.0,Sale,200.0,Modern 2BHK Apartment for Sale in Al Mouj Meria East FSA37,dubizzle,625.0,"(0, 1]"
3.0,2,https://www.dubizzle.com.om/en/ad/sea-view-big-luxurious-2br-2080-payment-plan-the-great-escape-2-ID130188181.html,For Sale,"Yiti, Muscat",149500.0,Sale,200.0,Sea View Big Luxurious 2BR 20 80 Payment Plan The Great Escape 2,dubizzle,747.5,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/sea-view-highest-floor-big-layout-2080-payment-plan-ID130188066.html,For Sale,"Yiti, Muscat",156570.0,Sale,200.0,Sea View Highest Floor Big Layout 20 80 Payment Plan,dubizzle,782.85,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/dazzling-sea-view-highest-floor-spacious-layout-payment-plan-ID130188052.html,For Sale,"Yiti, Muscat",156640.0,Sale,200.0,Dazzling Sea View Highest Floor Spacious Layout Payment Plan,dubizzle,783.2,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/seagolf-view-easy-payment-plan-aida-the-great-escape-2-ID130188033.html,For Sale,"Yiti, Muscat",136660.0,Sale,200.0,Sea Golf View Easy Payment Plan AIDA The Great Escape 2,dubizzle,683.3,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/2080-payment-plan-superb-sea-view-the-great-escape-2-ID130187992.html,For Sale,"Yiti, Muscat",135120.0,Sale,200.0,20 80 Payment Plan Superb Sea View The Great Escape 2,dubizzle,675.6,"(0, 1]"
2.0,2,https://www.dubizzle.com.om/en/ad/sea-golf-view-spacious-luxury-layout-flexible-payment-plan-ID130187951.html,For Sale,"Yiti, Muscat",161270.0,Sale,200.0,Sea Golf View Spacious Luxury Layout Flexible Payment Plan,dubizzle,806.35,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/sea-view-2080-payment-plan-the-great-escape-2-ID130187936.html,For Sale,"Yiti, Muscat",135070.0,Sale,200.0,Sea View 20 80 Payment Plan The Great Escape 2,dubizzle,675.35,"(0, 1]"
2.0,1,https://www.dubizzle.com.om/en/ad/sea-view-payment-plan-aida-the-great-escape-2-ID130187802.html,For Sale,"Yiti, Muscat",131960.0,Sale,200.0,Sea View Payment Plan AIDA The Great Escape 2,dubizzle,659.8,"(0, 1]"
2.0,1,https://www.dubizzle.com.om/en/ad/easy-payment-plan-sea-view-aida-the-great-escape-2-ID130187764.html,For Sale,"Yiti, Muscat",131870.0,Sale,200.0,Easy Payment Plan Sea View AIDA The Great Escape 2,dubizzle,659.35,"(0, 1]"
2.0,2,https://www.dubizzle.com.om/en/ad/spacious-layout-golf-view-2080-payment-plan-the-great-escape-2-ID130187741.html,For Sale,"Yiti, Muscat",114660.0,Sale,200.0,Spacious Layout Golf View 20 80 Payment Plan The Great Escape 2,dubizzle,573.3,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/big-luxury-layout-poolgolf-view-aida-the-great-escape-2-ID130187719.html,For Sale,"Yiti, Muscat",104660.0,Sale,200.0,Big Luxury Layout Pool Golf View AIDA The Great Escape 2,dubizzle,523.3,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/hot-deal-2080-payment-plan-pool-and-golf-course-view-ID130186286.html,For Sale,"Yiti, Muscat",79060.0,Sale,200.0,Hot Deal 20 80 Payment Plan Pool and Golf Course View,dubizzle,395.3,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/beachfront-living-payment-plan-the-residences-at-mandarin-oriental-ID130189299.html,For Sale,"Muscat - Other, Muscat",169982.0,Sale,200.0,Beachfront Living Payment Plan The Residences at Mandarin Oriental,dubizzle,849.91,"(0, 1]"
3.0,2,https://www.dubizzle.com.om/en/ad/beachfront-living-payment-plan-the-residences-at-mandarin-oriental-ID130189291.html,For Sale,"Muscat - Other, Muscat",323282.0,Sale,200.0,Beachfront Living Payment Plan The Residences at Mandarin Oriental,dubizzle,1616.41,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/beachfront-spacious-2bhk-apartment-for-sale-in-mandarin-oriental-ID130189239.html,For Sale,"Muscat - Other, Muscat",292832.0,Sale,200.0,Beachfront Spacious 2BHK Apartment For Sale in Mandarin Oriental,dubizzle,1464.16,"(1, 2]"
4.0,3,https://www.dubizzle.com.om/en/ad/beachfront-3bhkmaids-for-sale-in-the-residence-mandarin-oriental-ID130188433.html,For Sale,"Muscat - Other, Muscat",508082.0,Sale,200.0,Beachfront 3BHK Maids For Sale in The Residence Mandarin Oriental,dubizzle,2540.41,"(2, 3]"
2.0,1,https://www.dubizzle.com.om/en/ad/luxury-beachfront-living-spacious-layout-flexible-payment-plan-ID130188407.html,For Sale,"Muscat - Other, Muscat",169982.4,Sale,200.0,Luxury Beachfront Living Spacious Layout Flexible Payment Plan,dubizzle,849.9119999999999,"(0, 1]"
3.0,2,https://www.dubizzle.com.om/en/ad/2080-payment-plan-fabulous-sea-view-spacious-2br-layout-ID130188220.html,For Sale,"Yiti, Muscat",149630.0,Sale,200.0,20 80 Payment Plan Fabulous Sea View Spacious 2BR Layout,dubizzle,748.15,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/sea-and-golf-view-spacious-2bhk-for-sale-in-the-great-escape-2-ID130188148.html,For Sale,"Yiti, Muscat",141780.0,Sale,200.0,Sea and Golf View Spacious 2BHK for Sale in The Great Escape 2,dubizzle,708.9,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/sea-view-spacious-layout-flexible-payment-plan-aida-ID130188024.html,For Sale,"Yiti, Muscat",151160.0,Sale,200.0,Sea View Spacious Layout Flexible Payment Plan AIDA,dubizzle,755.8,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/2-bhk-apartment-for-sale-in-aida-the-great-escape2-sea-and-golf-view-ID130187912.html,For Sale,"Yiti, Muscat",161270.0,Sale,200.0,2 BHK Apartment For Sale in AIDA The Great Escape2 Sea and Golf View,dubizzle,806.35,"(1, 2]"
4.0,3,https://www.dubizzle.com.om/en/ad/luxurious-2-bhk-apartment-for-sale-in-the-great-escape-2-with-sea-view-ID130187874.html,For Sale,"Yiti, Muscat",198930.0,Sale,200.0,Luxurious 2 BHK Apartment For Sale in The Great Escape 2 with Sea View,dubizzle,994.65,"(2, 3]"
2.0,2,https://www.dubizzle.com.om/en/ad/biggest-layout-pool-golf-view-2080-payment-plan-aida-ID130187751.html,For Sale,"Yiti, Muscat",127600.0,Sale,200.0,Biggest Layout Pool Golf View 20 80 Payment Plan AIDA,dubizzle,638.0,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/15-down-payment-attractive-payment-plan-uptown-muscat-ID130179884.html,For Sale,"Muscat - Other, Muscat",52241.0,Sale,200.0,15 Down Payment Attractive Payment Plan Uptown Muscat,dubizzle,261.205,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/free-hold-1br-apartment-in-al-mouj-golf-links-w-payment-plan-fsa72-ID130202078.html,For Sale,"The Wave (Almouj), Muscat",98000.0,Sale,200.0,FREE HOLD 1BR Apartment in Al Mouj Golf Links w payment plan FSA72,dubizzle,490.0,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/free-hold-brand-new-fully-furnished-2bhk-penthouse-in-muscat-hills-ID130191568.html,For Sale,"Muscat Hills, Muscat",92000.0,Sale,200.0,Free Hold Brand New Fully Furnished 2BHK Penthouse in Muscat Hills,dubizzle,460.0,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/freehold-2-bed-fully-furnished-apt-in-al-mouj-ready-installments-ID130337566.html,For Sale,"The Wave (Almouj), Muscat",137000.0,Sale,200.0,Freehold 2 Bed Fully Furnished Apt in Al Mouj Ready Installments,dubizzle,685.0,"(0, 1]"
7.0,5,https://www.dubizzle.com.om/en/ad/41bhk-amazing-villa-with-private-pool-for-sale-in-al-mouj-fsv69-ID129787052.html,For Sale,"The Wave (Almouj), Muscat",380000.0,Sale,200.0,4 1BHK Amazing Villa with Private Pool For Sale in Al Mouj FSV69,dubizzle,1900.0,"(4, 6]"
3.0,2,https://www.dubizzle.com.om/en/ad/freehold-lifetime-residency-oman-stunning-corner-2bhk-apt-fsa54-ID130339456.html,For Sale,"Muscat Hills, Muscat",78000.0,Sale,200.0,Freehold Lifetime Residency Oman Stunning Corner 2BHK Apt FSA54,dubizzle,390.0,"(1, 2]"
3.0,3,https://www.dubizzle.com.om/en/ad/freehold-studio-with-lifetime-residency-live-own-in-oman-fsa84-ID130344180.html,For Sale,"Muscat - Other, Muscat",72600.0,Sale,200.0,Freehold Studio with Lifetime Residency Live Own in Oman FSA84,dubizzle,363.0,"(2, 3]"
2.0,1,https://www.dubizzle.com.om/en/ad/for-sale-freehold-1-bedroom-marina-view-apartment-ID130472842.html,For Sale,"The Wave (Almouj), Muscat",168500.0,Sale,200.0,FOR SALE Freehold 1 Bedroom Marina View Apartment,dubizzle,842.5,"(0, 1]"
2.0,2,https://www.dubizzle.com.om/en/ad/luxury-1-bhk-apartment-with-balcony-for-sale-in-sustainable-city-yiti-ID130185577.html,For Sale,"Yiti, Muscat",88457.0,Sale,200.0,Luxury 1 BHK Apartment with Balcony For Sale in Sustainable City Yiti,dubizzle,442.285,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/flexible-payment-plan-spacious-1-br-sustainable-city-yiti-ID130185563.html,For Sale,"Yiti, Muscat",91004.0,Sale,200.0,Flexible Payment Plan Spacious 1 BR Sustainable City Yiti,dubizzle,455.02,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/dazzling-view-high-floor-sustainable-city-yiti-ID130185562.html,For Sale,"Yiti, Muscat",90195.0,Sale,200.0,Dazzling View High Floor Sustainable City Yiti,dubizzle,450.975,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/luxurious-layout-payment-plan-sustainable-city-yiti-ID130185521.html,For Sale,"Yiti, Muscat",90101.0,Sale,200.0,Luxurious Layout Payment Plan Sustainable City Yiti,dubizzle,450.505,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/3070-payment-plan-full-facilities-sustainable-city-yiti-ID130185512.html,For Sale,"Yiti, Muscat",88318.0,Sale,200.0,30 70 Payment Plan Full Facilities Sustainable City Yiti,dubizzle,441.59,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/luxury-urban-living-easy-payment-plan-sustainable-city-yiti-ID130185499.html,For Sale,"Yiti, Muscat",89451.0,Sale,200.0,Luxury Urban Living Easy Payment Plan Sustainable City Yiti,dubizzle,447.255,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/poolgolf-view-spacious-layout-flexible-payment-plan-ID130187645.html,For Sale,"Yiti, Muscat",102000.0,Sale,200.0,Pool Golf View Spacious Layout Flexible Payment Plan,dubizzle,510.0,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/poolgolf-view-spacious-layout-2080-payment-plan-aida-ID130187557.html,For Sale,"Yiti, Muscat",100360.0,Sale,200.0,Pool Golf View Spacious Layout 20 80 Payment Plan AIDA,dubizzle,501.8,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/dazzling-golf-view-highest-floor-2080-payment-plan-ID130187508.html,For Sale,"Yiti, Muscat",99730.0,Sale,200.0,Dazzling Golf View Highest Floor 20 80 Payment Plan,dubizzle,498.65,"(0, 1]"
2.0,2,https://www.dubizzle.com.om/en/ad/pool-golf-view-luxurious-layout-flexible-payment-plan-ID130186918.html,For Sale,"Yiti, Muscat",94300.0,Sale,200.0,Pool Golf View Luxurious Layout Flexible Payment Plan,dubizzle,471.5,"(1, 2]"
3.0,2,https://www.dubizzle.com.om/en/ad/stunning-sea-and-golf-view-highest-floor-2080-payment-plan-ID130186255.html,For Sale,"Yiti, Muscat",198930.0,Sale,200.0,Stunning Sea and Golf View Highest Floor 20 80 Payment Plan,dubizzle,994.65,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/spacious-layout-easy-payment-plan-sustainable-city-yiti-ID130185617.html,For Sale,"Yiti, Muscat",96391.0,Sale,200.0,Spacious Layout Easy Payment Plan Sustainable City Yiti,dubizzle,481.955,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/luxury-1-br-attractive-payment-plan-sustainable-city-yiti-ID130185610.html,For Sale,"Yiti, Muscat",94196.0,Sale,200.0,Luxury 1 BR Attractive Payment Plan Sustainable City Yiti,dubizzle,470.98,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/3070-payment-plan-luxury-living-in-sustainable-city-yiti-ID130185606.html,For Sale,"Yiti, Muscat",92095.0,Sale,200.0,30 70 Payment Plan Luxury Living in Sustainable City Yiti,dubizzle,460.475,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/modern-luxury-layout-scenic-balcony-sustainable-city-yiti-ID130185597.html,For Sale,"Yiti, Muscat",89355.0,Sale,200.0,Modern Luxury Layout Scenic Balcony Sustainable City Yiti,dubizzle,446.775,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/sustainable-city-yiti-flexible-payment-plan-luxury-living-ID130185548.html,For Sale,"Yiti, Muscat",89876.0,Sale,200.0,Sustainable City Yiti Flexible Payment Plan Luxury Living,dubizzle,449.38,"(1, 2]"
5.0,5,https://www.dubizzle.com.om/en/ad/sr-sa-152-villa-for-sale-in-al-ansab-%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%A8-ID130472727.html,For Sale,"Ansab, Muscat",153000.0,Sale,200.0,SR SA 152 Villa for sale in Al ansab,dubizzle,765.0,"(4, 6]"
3.0,2,https://www.dubizzle.com.om/en/ad/modern-1-bedroom-apartment-for-sale-al-mouj-juman-1-ID130472127.html,For Sale,"The Wave (Almouj), Muscat",105000.0,Sale,200.0,Modern 1 Bedroom Apartment for Sale Al Mouj Juman 1,dubizzle,525.0,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/3070-payment-plan-spacious-unit-sustainable-city-yiti-ID130185491.html,For Sale,"Yiti, Muscat",91214.0,Sale,200.0,30 70 Payment Plan Spacious Unit Sustainable City Yiti,dubizzle,456.07,"(1, 2]"
6.0,4,https://www.dubizzle.com.om/en/ad/stunning-ocean-views-payment-plan-aida-sunrise-haven-ID130185474.html,For Sale,"Yiti, Muscat",277660.0,Sale,200.0,Stunning Ocean Views Payment Plan AIDA Sunrise Haven,dubizzle,1388.3,"(3, 4]"
5.0,3,https://www.dubizzle.com.om/en/ad/fully-furnished-villa-in-aida-sunrise-haven-payment-plan-ID130185463.html,For Sale,"Yiti, Muscat",269290.0,Sale,200.0,Fully Furnished Villa in AIDA Sunrise Haven Payment Plan,dubizzle,1346.45,"(2, 3]"
5.0,3,https://www.dubizzle.com.om/en/ad/3-years-payment-plan-fully-furnished-aida-sunrise-haven-ID130185453.html,For Sale,"Yiti, Muscat",265030.0,Sale,200.0,3 Years Payment Plan Fully Furnished AIDA Sunrise Haven,dubizzle,1325.15,"(2, 3]"
4.0,3,https://www.dubizzle.com.om/en/ad/spacious-deattached-villa-easy-payment-plan-aida-oceana-ID130185380.html,For Sale,"Yiti, Muscat",668250.0,Sale,200.0,Spacious Deattached Villa Easy Payment Plan AIDA OCEANA,dubizzle,3341.25,"(2, 3]"
4.0,3,https://www.dubizzle.com.om/en/ad/opulent-deattached-villa-payment-plan-aida-oceana-ID130185370.html,For Sale,"Yiti, Muscat",537560.0,Sale,200.0,Opulent Deattached Villa Payment Plan AIDA OCEANA,dubizzle,2687.8,"(2, 3]"
