bathrooms,bedrooms,link,listing_type,location,price,purpose,size_sqm,title,source,price_per_sqm,beds_bin
1.0,1,https://www.bayut.om/en/property/details-129845694.html,Apartment,"Al Ghubrah, Muscat",70000.0,For Sale,71.0,1 Bedroom Apartment For Sale in Al Ghubrah Muscat,bayut,985.9154929577464,"(0, 1]"
2.0,2,https://www.bayut.om/en/property/details-129984102.html,Residential Land,"Ibra, Al Sharqiya",12000.0,For Sale,3058.0,Residential Land For Sale Ibra Al Sharqiya,bayut,3.924133420536298,"(1, 2]"
3.0,2,https://www.bayut.om/en/property/details-129779573.html,Apartment,"The Wave (Almouj), Muscat",240000.0,For Sale,126.0,2 Bedroom Apartment For Sale in The Wave Almouj Muscat,bayut,1904.7619047619048,"(1, 2]"
4.0,3,https://www.bayut.om/en/property/details-129977569.html,Apartment,"Al Maabilah, Muscat",128700.0,For Sale,195.0,3 Bedroom Apartment For Sale in Al Maabilah Muscat,bayut,660.0,"(2, 3]"
3.0,3,https://www.bayut.om/en/property/details-129766638.html,Villa,"Al Sifah, Muscat",265000.0,For Sale,300.0,3 Bedrooms Villa For Sale Al Sifah Muscat,bayut,883.3333333333334,"(2, 3]"
3.0,2,https://www.bayut.om/en/property/details-129965905.html,Apartment,"Al Maabilah, Muscat",71582.0,For Sale,110.0,2 Bedroom Apartment For Sale in Al Maabilah Muscat,bayut,650.7454545454545,"(1, 2]"
6.0,4,https://www.bayut.om/en/property/details-129767458.html,Villa,"Al Khuwair, Muscat",100000.0,For Sale,196.0,4 Bedrooms Villa For Sale Al Khuwair Muscat,bayut,510.2040816326531,"(3, 4]"
4.0,4,https://www.bayut.om/en/property/details-129767199.html,Villa,"The Wave (Almouj), Muscat",320000.0,For Sale,325.0,4 Bedrooms Villa For Sale in The Wave Almouj Muscat,bayut,984.6153846153846,"(3, 4]"
3.0,3,https://www.bayut.om/en/property/details-130028011.html,Apartment,"Al Khoud, Muscat",60000.0,For Sale,126.0,3 Bedroom Apartment For Sale in Al Khoud Muscat,bayut,476.1904761904762,"(2, 3]"
3.0,3,https://www.bayut.om/en/property/details-129789640.html,Villa,"Al Seeb, Muscat",90000.0,For Sale,245.0,3 Bedrooms Villa For Sale Al Seeb Muscat,bayut,367.3469387755102,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129849078.html,Apartment,"Al Ghubrah, Muscat",100000.0,For Sale,106.0,2 Bedrooms Apartment For Sale Al Ghubrah Muscat,bayut,943.3962264150944,"(1, 2]"
4.0,4,https://www.bayut.om/en/property/details-129840316.html,Villa,"Madinat As Sultan Qaboos, Muscat",265000.0,For Sale,387.0,4 Bedrooms Villa For Sale in Madinat As Sultan Qaboos Muscat,bayut,684.7545219638243,"(3, 4]"
6.0,5,https://www.bayut.om/en/property/details-129767176.html,Villa,"Muscat Hills, Muscat",253000.0,For Sale,365.0,5 Bedroom Villa For Sale in Muscat Hills Muscat,bayut,693.1506849315068,"(4, 6]"
5.0,5,https://www.bayut.om/en/property/details-130001369.html,Residential Land,"Qurayyat, Muscat",15000.0,For Sale,600.0,Residential Land For Sale in Qurayyat Muscat,bayut,25.0,"(4, 6]"
3.0,3,https://www.bayut.om/en/property/details-129913336.html,Apartment,"Yiti, Muscat",716030.0,For Sale,215.0,3 Bedrooms Apartment For Sale Yiti Muscat,bayut,3330.3720930232557,"(2, 3]"
4.0,3,https://www.bayut.om/en/property/details-129899949.html,Apartment,"Qurum, Muscat",120923.0,For Sale,172.0,3 Bedrooms Apartment For Sale Qurum Muscat,bayut,703.0406976744187,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129966307.html,Residential Land,"Al Mudaibi, Al Sharqiya",3000.0,For Sale,600.0,Studio Apartment For Sale in Al Mudaibi Al Sharqiya,bayut,5.0,"(1, 2]"
7.0,9,https://www.bayut.om/en/property/details-129840223.html,Villa,"Muscat Hills, Muscat",445000.0,For Sale,1645.0,5 Bedroom Villa For Sale in Muscat Hills Muscat,bayut,270.51671732522794,"(6, 15]"
3.0,2,https://www.bayut.om/en/property/details-129838221.html,Apartment,"Salalah, Dhofar",58500.0,For Sale,110.0,2 Bedroom Apartment For Sale in Salalah Dhofar,bayut,531.8181818181819,"(1, 2]"
3.0,2,https://www.bayut.om/en/property/details-129772542.html,Apartment,"The Wave (Almouj), Muscat",225000.0,For Sale,145.0,2 Bedrooms Apartment For Sale The Wave Almouj Muscat,bayut,1551.7241379310344,"(1, 2]"
2.0,1,https://www.bayut.om/en/property/details-129771169.html,Apartment,"Al Maabilah, Muscat",22500.0,For Sale,100.0,1 Bedroom Apartment For Sale Al Maabilah Muscat,bayut,225.0,"(0, 1]"
1.0,1,https://www.bayut.om/en/property/details-130041712.html,Villa,"Mutrah, Muscat",1002.0,For Sale,100.0,1 Bedroom Villa For Sale in Mutrah Muscat,bayut,10.02,"(0, 1]"
5.0,5,https://www.bayut.om/en/property/details-129776652.html,Villa,"Al Amarat, Muscat",63000.0,For Sale,311.0,5 Bedrooms Villa For Sale Al Amarat Muscat,bayut,202.57234726688102,"(4, 6]"
4.0,3,https://www.bayut.om/en/property/details-129972768.html,Apartment,"Sultan Haitham City, Muscat",110000.0,For Sale,169.0,3 Bedrooms Apartment For Sale in Al Maabilah Muscat,bayut,650.887573964497,"(2, 3]"
1.0,1,https://www.bayut.om/en/property/details-129765011.html,Apartment,"Qurum, Muscat",49000.0,For Sale,68.0,1 Bedroom Apartment For Sale in Qurum Muscat,bayut,720.5882352941177,"(0, 1]"
4.0,4,https://www.bayut.om/en/property/details-129732538.html,Villa,"Al Bustan, Muscat",74000.0,For Sale,230.0,4 Bedrooms Villa For Sale in Al Bustan Muscat,bayut,321.7391304347826,"(3, 4]"
3.0,2,https://www.bayut.om/en/property/details-129732155.html,Apartment,"Qurum, Muscat",405000.0,For Sale,131.0,2 Bedroom Apartment For Sale in Qurum Muscat,bayut,3091.6030534351144,"(1, 2]"
1.0,1,https://www.bayut.om/en/property/details-129838251.html,Apartment,"Al Khoud, Muscat",47300.0,For Sale,56.0,1 Bedroom Apartment For Sale Al Khoud Muscat,bayut,844.6428571428571,"(0, 1]"
2.0,1,https://www.bayut.om/en/property/details-129967772.html,Apartment,"Al Seeb, Muscat",50000.0,For Sale,75.0,1 Bedroom Apartment For Sale Al Seeb Muscat,bayut,666.6666666666666,"(0, 1]"
9.0,6,https://www.bayut.om/en/property/details-129754360.html,Villa,"Al Amarat, Muscat",205000.0,For Sale,520.0,6 Bedrooms Villa For Sale Al Amarat Muscat,bayut,394.2307692307692,"(4, 6]"
2.0,2,https://www.bayut.om/en/property/details-129754287.html,Apartment,"Salalah, Dhofar",22500.0,For Sale,75.0,2 Bedroom Apartment For Sale in Salalah Dhofar,bayut,300.0,"(1, 2]"
2.0,2,https://www.bayut.om/en/property/details-129757942.html,Apartment,"The Wave (Almouj), Muscat",203000.0,For Sale,177.0,2 Bedroom Apartment For Sale in The Wave Almouj Muscat,bayut,1146.8926553672316,"(1, 2]"
2.0,1,https://www.bayut.om/en/property/details-129938008.html,Apartment,"Al Sifah, Muscat",57500.0,For Sale,54.0,1 Bedroom Apartment For Sale Al Sifah Muscat,bayut,1064.8148148148148,"(0, 1]"
2.0,1,https://www.bayut.om/en/property/details-129757813.html,Apartment,"The Wave (Almouj), Muscat",115000.0,For Sale,109.0,1 Bedroom Apartment For Sale in The Wave Almouj Muscat,bayut,1055.045871559633,"(0, 1]"
3.0,2,https://www.bayut.om/en/property/details-129757578.html,Apartment,"Yiti, Muscat",127931.0,For Sale,118.0,2 Bedrooms Apartment For Sale Yiti Muscat,bayut,1084.1610169491526,"(1, 2]"
6.0,5,https://www.bayut.om/en/property/details-129787052.html,Villa,"The Wave (Almouj), Muscat",380000.0,For Sale,383.0,5 Bedrooms Villa For Sale Muscat The Wave Almouj,bayut,992.1671018276762,"(4, 6]"
2.0,2,https://www.bayut.om/en/property/details-129743604.html,Apartment,"Bosher, Muscat",37000.0,For Sale,122.0,2 Bedrooms Apartment For Sale Bosher Muscat,bayut,303.27868852459017,"(1, 2]"
3.0,3,https://www.bayut.om/en/property/details-130023333.html,Residential Land,"Al Jazur, Al Wusta",6000.0,For Sale,300.0,Residential Land For Sale in Al Jazur Al Wusta,bayut,20.0,"(2, 3]"
1.0,1,https://www.bayut.om/en/property/details-129804955.html,Apartment,"Al Khoud, Muscat",40000.0,For Sale,38.0,1 Bedroom Apartment For Sale Al Khoud Muscat,bayut,1052.6315789473683,"(0, 1]"
1.0,1,https://www.bayut.om/en/property/details-129961254.html,Apartment,"Al Maabilah, Muscat",37200.0,For Sale,50.0,1 Bedroom Apartment For Sale Al Maabilah Muscat,bayut,744.0,"(0, 1]"
8.0,7,https://www.bayut.om/en/property/details-129732979.html,Villa,"Bosher, Muscat",345000.0,For Sale,550.0,7 Bedrooms Villa For Sale in Bosher Muscat,bayut,627.2727272727273,"(6, 15]"
2.0,1,https://www.bayut.om/en/property/details-129942776.html,Villa,"The Wave (Almouj), Muscat",149000.0,For Sale,188.0,1 Bedroom Villa For Sale in The Wave Almouj Muscat,bayut,792.5531914893617,"(0, 1]"
7.0,5,https://www.bayut.om/en/property/details-129716905.html,Villa,"Barka, Al Batinah",72000.0,For Sale,600.0,5 Bedrooms Villa For Sale in Barka Al Batinah,bayut,120.0,"(4, 6]"
3.0,3,https://www.bayut.om/en/property/details-129913344.html,Villa,"Yiti, Muscat",269290.0,For Sale,209.0,3 Bedroom Villa For Sale in Yiti Muscat,bayut,1288.468899521531,"(2, 3]"
5.0,4,https://www.bayut.om/en/property/details-129913318.html,Apartment,"Qurum, Muscat",149044.0,For Sale,212.0,4 Bedroom Apartment For Sale in Qurum Muscat,bayut,703.0377358490566,"(3, 4]"
6.0,4,https://www.bayut.om/en/property/details-129712085.html,Apartment,"Muscat Hills, Muscat",240000.0,For Sale,407.0,4 Bedrooms Apartment For Sale Muscat Hills Muscat,bayut,589.6805896805897,"(3, 4]"
2.0,2,https://www.bayut.om/en/property/details-129695387.html,Apartment,"The Wave (Almouj), Muscat",120000.0,For Sale,112.0,2 Bedroom Apartment For Sale in The Wave Almouj Muscat,bayut,1071.4285714285713,"(1, 2]"
6.0,6,https://www.bayut.om/en/property/details-129863010.html,Villa,"The Wave (Almouj), Muscat",1600000.0,For Sale,907.0,6 Bedroom Villa For Sale in The Wave Almouj Muscat,bayut,1764.0573318632855,"(4, 6]"
7.0,5,https://www.bayut.om/en/property/details-129741737.html,Villa,"Al Maabilah, Muscat",100000.0,For Sale,300.0,5 Bedroom Villa For Sale in Al Maabilah Muscat,bayut,333.3333333333333,"(4, 6]"
5.0,4,https://www.bayut.om/en/property/details-129988605.html,Villa,"Sultan Haitham City, Muscat",233300.0,For Sale,400.0,4 Bedroom Villa For Sale in The Wave Almouj Muscat,bayut,583.25,"(3, 4]"
2.0,1,https://www.bayut.om/en/property/details-129747283.html,Apartment,"Bosher, Muscat",41900.0,For Sale,78.0,1 Bedroom Apartment For Sale in Bosher Muscat,bayut,537.1794871794872,"(0, 1]"
4.0,3,https://www.bayut.om/en/property/details-130010924.html,Residential Land,"Al Seeb, Muscat",350000.0,For Sale,900.0,Residential Land For Sale in Al Seeb Muscat,bayut,388.8888888888889,"(2, 3]"
8.0,7,https://www.bayut.om/en/property/details-129719072.html,Villa,"Al Maabilah, Muscat",260000.0,For Sale,656.0,7 Bedrooms Villa For Sale Al Maabilah Muscat,bayut,396.3414634146341,"(6, 15]"
2.0,1,https://www.bayut.om/en/property/details-129979773.html,Apartment,"Bosher, Muscat",29000.0,For Sale,67.0,1 Bedroom Apartment For Sale in Bosher Muscat,bayut,432.8358208955224,"(0, 1]"
2.0,2,https://www.bayut.om/en/property/details-129883760.html,Apartment,"Yiti, Muscat",141780.0,For Sale,89.0,2 Bedroom Apartment For Sale Yiti Muscat,bayut,1593.0337078651685,"(1, 2]"
2.0,1,https://www.bayut.om/en/property/details-129757568.html,Apartment,"Yiti, Muscat",85034.0,For Sale,79.0,1 Bedroom Apartment For Sale in Yiti Muscat,bayut,1076.379746835443,"(0, 1]"
2.0,2,https://www.bayut.om/en/property/details-129722245.html,Apartment,"Bosher, Muscat",58500.0,For Sale,111.0,2 Bedrooms Apartment For Sale in Bosher Muscat,bayut,527.027027027027,"(1, 2]"
2.0,1,https://www.bayut.om/en/property/details-129722291.html,Apartment,"Bosher, Muscat",47500.0,For Sale,89.0,1 Bedroom Apartment For Sale in Bosher Muscat,bayut,533.7078651685393,"(0, 1]"
1.0,1,https://www.bayut.om/en/property/details-129722181.html,Apartment,"Muscat Hills, Muscat",63800.0,For Sale,100.0,1 Bedroom Apartment For Sale in Muscat Hills Muscat,bayut,638.0,"(0, 1]"
2.0,2,https://www.bayut.om/en/property/details-129722179.html,Apartment,"Muscat Hills, Muscat",73000.0,For Sale,105.0,2 Bedroom Apartment For Sale in Muscat Hills Muscat,bayut,695.2380952380952,"(1, 2]"
10.0,6,https://www.bayut.om/en/property/details-129879810.html,Villa,"The Wave (Almouj), Muscat",1600000.0,For Sale,900.0,6 Bedroom Villa For Sale in The Wave Almouj Muscat,bayut,1777.7777777777778,"(4, 6]"
6.0,6,https://www.bayut.om/en/property/details-130010513.html,Villa,"Ansab, Muscat",250000.0,For Sale,600.0,6 Bedrooms Villa For Sale Ansab Muscat,bayut,416.6666666666667,"(4, 6]"
2.0,1,https://www.bayut.om/en/property/details-129999718.html,Apartment,"The Wave (Almouj), Muscat",144900.0,For Sale,187.0,1 Bedroom Apartment For Sale in The Wave Almouj Muscat,bayut,774.8663101604278,"(0, 1]"
5.0,4,https://www.bayut.om/en/property/details-129899766.html,Villa,"The Wave (Almouj), Muscat",567000.0,For Sale,314.0,4 Bedroom Villa For Sale in The Wave Almouj Muscat,bayut,1805.7324840764331,"(3, 4]"
2.0,1,https://www.bayut.om/en/property/details-129899753.html,Apartment,"The Wave (Almouj), Muscat",155000.0,For Sale,80.0,1 Bedroom Apartment For Sale Muscat The Wave Almouj,bayut,1937.5,"(0, 1]"
3.0,3,https://www.bayut.om/en/property/details-129772398.html,Apartment,"Yiti, Muscat",257655.0,For Sale,169.0,3 Bedroom Apartment For Sale Yiti Muscat,bayut,1524.585798816568,"(2, 3]"
5.0,5,https://www.bayut.om/en/property/details-129994798.html,Residential Land,"Azaiba, Muscat",950.0,For Sale,20544.0,Residential Land For Sale in Ghala Muscat,bayut,0.04624221183800623,"(4, 6]"
1.0,1,https://www.bayut.om/en/property/details-129757899.html,Apartment,"The Wave (Almouj), Muscat",101000.0,For Sale,97.0,1 Bedroom Apartment For Sale Muscat The Wave Almouj,bayut,1041.2371134020618,"(0, 1]"
7.0,5,https://www.bayut.om/en/property/details-129672278.html,Villa,"The Wave (Almouj), Muscat",435000.0,For Sale,457.0,5 Bedrooms Villa For Sale The Wave Almouj Muscat,bayut,951.8599562363238,"(4, 6]"
4.0,3,https://www.bayut.om/en/property/details-129682306.html,Chalet,"Bidiya, Al Sharqiya",36000.0,For Sale,650.0,3 Bedrooms Chalet For Sale in Bidiya Al Sharqiya,bayut,55.38461538461539,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129974306.html,Residential Land,"Mirbat, Dhofar",7000.0,For Sale,600.0,Residential Land For Sale in Mirbat Dhofar,bayut,11.666666666666666,"(1, 2]"
4.0,3,https://www.bayut.om/en/property/details-129962305.html,Residential Land,"Barka, Al Batinah",75100.0,For Sale,1000.0,Residential Land For Sale in Barka Al Batinah,bayut,75.1,"(2, 3]"
2.0,1,https://www.bayut.om/en/property/details-129841240.html,Apartment,"Bosher, Muscat",28500.0,For Sale,50.0,1 Bedroom Apartment For Sale in Bosher Muscat,bayut,570.0,"(0, 1]"
4.0,2,https://www.bayut.om/en/property/details-129772593.html,Apartment,"The Wave (Almouj), Muscat",190000.0,For Sale,156.0,2 Bedrooms Apartment For Sale in The Wave Almouj Muscat,bayut,1217.948717948718,"(1, 2]"
5.0,5,https://www.bayut.om/en/property/details-129996047.html,Villa,"Yiti, Muscat",650000.0,For Sale,382.0,5 Bedroom Villa For Sale in Yiti Muscat,bayut,1701.5706806282722,"(4, 6]"
3.0,2,https://www.bayut.om/en/property/details-129675958.html,Apartment,"The Wave (Almouj), Muscat",200000.0,For Sale,145.0,2 Bedroom Apartment For Sale in The Wave Almouj Muscat,bayut,1379.3103448275863,"(1, 2]"
4.0,3,https://www.bayut.om/en/property/details-129727553.html,Chalet,"Al Sifah, Muscat",195000.0,For Sale,820.0,3 Bedrooms Chalet For Sale in Al Sifah Muscat,bayut,237.8048780487805,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129889966.html,Apartment,"Qurum, Muscat",64977.0,For Sale,89.0,2 Bedrooms Apartment For Sale in Qurum Muscat,bayut,730.0786516853933,"(1, 2]"
3.0,3,https://www.bayut.om/en/property/details-129838156.html,Apartment,"Al Bustan, Muscat",34000.0,For Sale,100.0,3 Bedrooms Apartment For Sale Al Bustan Muscat,bayut,340.0,"(2, 3]"
5.0,5,https://www.bayut.om/en/property/details-129667648.html,Villa,"Barka, Al Batinah",350000.0,For Sale,6750.0,5 Bedroom Villa For Sale in Barka Al Batinah,bayut,51.851851851851855,"(4, 6]"
1.0,1,https://www.bayut.om/en/property/details-129655548.html,Apartment,"Al Duqum, Al Wusta",25000.0,For Sale,59.0,1 Bedroom Apartment For Sale Al Duqum Al Wusta,bayut,423.728813559322,"(0, 1]"
3.0,3,https://www.bayut.om/en/property/details-129935701.html,Residential Land,"Mahut, Al Wusta",2000.0,For Sale,600.0,Residential Land For Sale in Mahut Al Wusta,bayut,3.3333333333333335,"(2, 3]"
3.0,2,https://www.bayut.om/en/property/details-129723077.html,Villa,"Al Sifah, Muscat",265000.0,For Sale,300.0,2 Bedroom Villa For Sale in Al Sifah Muscat,bayut,883.3333333333334,"(1, 2]"
2.0,2,https://www.bayut.om/en/property/details-129827138.html,Apartment,"Al Khoud, Muscat",38900.0,For Sale,76.0,2 Bedrooms Apartment For Sale Al Khoud Muscat,bayut,511.8421052631579,"(1, 2]"
2.0,2,https://www.bayut.om/en/property/details-129642102.html,Apartment,"Bosher, Muscat",54000.0,For Sale,109.0,2 Bedrooms Apartment For Sale Bosher Muscat,bayut,495.41284403669727,"(1, 2]"
6.0,5,https://www.bayut.om/en/property/details-129719343.html,Villa,"The Wave (Almouj), Muscat",499000.0,For Sale,427.0,5 Bedrooms Villa For Sale Muscat The Wave Almouj,bayut,1168.6182669789227,"(4, 6]"
7.0,5,https://www.bayut.om/en/property/details-129685047.html,Villa,"Barka, Al Batinah",68000.0,For Sale,600.0,5 Bedrooms Villa For Sale in Barka Al Batinah,bayut,113.33333333333333,"(4, 6]"
2.0,2,https://www.bayut.om/en/property/details-129696631.html,Apartment,"Al Khoud, Muscat",96476.0,For Sale,112.0,2 Bedroom Apartment For Sale in Al Khoud Muscat,bayut,861.3928571428571,"(1, 2]"
3.0,2,https://www.bayut.om/en/property/details-129683072.html,Apartment,"Muscat Hills, Muscat",84000.0,For Sale,138.0,2 Bedroom Apartment For Sale in Muscat Hills Muscat,bayut,608.695652173913,"(1, 2]"
2.0,1,https://www.bayut.om/en/property/details-129681780.html,Apartment,"Muscat Hills, Muscat",65000.0,For Sale,70.0,1 Bedroom Apartment For Sale Muscat Hills Muscat,bayut,928.5714285714286,"(0, 1]"
4.0,3,https://www.bayut.om/en/property/details-129653849.html,Villa,"The Wave (Almouj), Muscat",300000.0,For Sale,259.0,3 Bedrooms Villa For Sale The Wave Almouj Muscat,bayut,1158.3011583011582,"(2, 3]"
4.0,3,https://www.bayut.om/en/property/details-129951994.html,Residential Land,"Bosher, Muscat",380000.0,For Sale,1429.0,Residential Land For Sale in Bosher Muscat,bayut,265.92022393282014,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129849542.html,Apartment,"Al Maabilah, Muscat",26000.0,For Sale,100.0,2 Bedrooms Apartment For Sale in Al Maabilah Muscat,bayut,260.0,"(1, 2]"
2.0,2,https://www.bayut.om/en/property/details-129849612.html,Apartment,"Al Maabilah, Muscat",26000.0,For Sale,100.0,2 Bedrooms Apartment For Sale in Al Maabilah Muscat,bayut,260.0,"(1, 2]"
2.0,1,https://www.bayut.om/en/property/details-129851176.html,Apartment,"Muscat Hills, Muscat",67200.0,For Sale,71.0,1 Bedroom Apartment For Sale in Muscat Hills Muscat,bayut,946.4788732394367,"(0, 1]"
8.0,8,https://www.bayut.om/en/property/details-129657727.html,Villa,"Al Wadi Al Kabir, Muscat",85000.0,For Sale,463.0,8 Bedrooms Villa For Rent Muscat Al Wadi Al Kabir,bayut,183.585313174946,"(6, 15]"
5.0,6,https://www.bayut.om/en/property/details-129663349.html,Villa,"Al Maabilah, Muscat",69000.0,For Sale,287.0,6 Bedroom Villa For Sale Al Maabilah Muscat,bayut,240.41811846689896,"(4, 6]"
2.0,2,https://www.bayut.om/en/property/details-129653015.html,Apartment,"Al Khuwair, Muscat",41000.0,For Sale,91.0,2 Bedrooms Apartment For Sale in Al Khuwair Muscat,bayut,450.54945054945057,"(1, 2]"
8.0,8,https://www.bayut.om/en/property/details-129635936.html,Residential Land,"Sohar, Al Batinah",380000.0,For Sale,2500.0,Studio Apartment For Sale Sohar Al Batinah,bayut,152.0,"(6, 15]"
8.0,9,https://www.bayut.om/en/property/details-129766509.html,Villa,"Al Khoud, Muscat",130000.0,For Sale,450.0,9 Bedroom Villa For Sale in Al Khoud Muscat,bayut,288.8888888888889,"(6, 15]"
3.0,2,https://www.bayut.om/en/property/details-129609665.html,Apartment,"Al Ghubrah, Muscat",52000.0,For Sale,94.0,2 Bedrooms Apartment For Sale Al Ghubrah Muscat,bayut,553.1914893617021,"(1, 2]"
1.0,1,https://www.bayut.om/en/property/details-129696568.html,Apartment,"Al Seeb, Muscat",72223.0,For Sale,102.0,1 Bedroom Apartment For Sale Al Khoud Muscat,bayut,708.0686274509804,"(0, 1]"
8.0,4,https://www.bayut.om/en/property/details-129839674.html,Villa,"Nizwa, Al Dakhiliya",78000.0,For Sale,500.0,4 Bedroom Villa For Sale in Nizwa Al Dakhiliya,bayut,156.0,"(3, 4]"
2.0,1,https://www.bayut.om/en/property/details-129656135.html,Apartment,"Yiti, Muscat",85000.0,For Sale,72.0,1 Bedroom Apartment For Sale Yiti Muscat,bayut,1180.5555555555557,"(0, 1]"
3.0,3,https://www.bayut.om/en/property/details-129938611.html,Apartment,"Al Maabilah, Muscat",34000.0,For Sale,134.0,3 Bedrooms Apartment For Sale Al Maabilah Muscat,bayut,253.73134328358208,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129642346.html,Apartment,"The Wave (Almouj), Muscat",137000.0,For Sale,126.0,2 Bedrooms Apartment For Sale at The Wave Almouj Muscat,bayut,1087.3015873015872,"(1, 2]"
3.0,3,https://www.bayut.om/en/property/details-129863521.html,Apartment,"Ghala, Muscat",66988.0,For Sale,167.0,3 Bedroom Apartment For Sale in Ghala Muscat,bayut,401.125748502994,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129863504.html,Apartment,"Ghala, Muscat",50284.0,For Sale,125.0,2 Bedrooms Apartment For Sale Ghala Muscat,bayut,402.272,"(1, 2]"
3.0,3,https://www.bayut.om/en/property/details-129861934.html,Apartment,"Al Maabilah, Muscat",108990.0,For Sale,154.0,3 Bedrooms Apartment For Sale Al Seeb Muscat,bayut,707.7272727272727,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129848494.html,Apartment,"Qurum, Muscat",80000.0,For Sale,139.0,2 Bedroom Apartment For Sale Qurum Muscat,bayut,575.5395683453237,"(1, 2]"
2.0,1,https://www.bayut.om/en/property/details-129735459.html,Apartment,"Sultan Haitham City, Muscat",54000.0,For Sale,70.0,1 Bedroom Apartment For Sale Al Maabilah Muscat,bayut,771.4285714285714,"(0, 1]"
2.0,2,https://www.bayut.om/en/property/details-129772386.html,Apartment,"Yiti, Muscat",122994.0,For Sale,88.0,2 Bedrooms Apartment For Sale Yiti Muscat,bayut,1397.659090909091,"(1, 2]"
2.0,2,https://www.bayut.om/en/property/details-129675817.html,Apartment,"The Wave (Almouj), Muscat",170000.0,For Sale,60.0,2 Bedrooms Apartment For Sale in The Wave Almouj Muscat,bayut,2833.3333333333335,"(1, 2]"
5.0,4,https://www.bayut.om/en/property/details-129780020.html,Villa,"The Wave (Almouj), Muscat",450000.0,For Sale,630.0,4 Bedroom Villa For Sale in The Wave Almouj Muscat,bayut,714.2857142857143,"(3, 4]"
5.0,5,https://www.bayut.om/en/property/details-129833693.html,Villa,"Al Maabilah, Muscat",227100.0,For Sale,412.0,5 Bedroom Villa For Sale in Al Seeb Muscat,bayut,551.2135922330098,"(4, 6]"
6.0,4,https://www.bayut.om/en/property/details-129937498.html,Chalet,"Barka, Al Batinah",110000.0,For Sale,1890.0,4 Bedrooms Chalet For Sale in Barka Al Batinah,bayut,58.2010582010582,"(3, 4]"
4.0,3,https://www.bayut.om/en/property/details-129591595.html,Villa,"Al Sifah, Muscat",210000.0,For Sale,1080.0,3 Bedroom Villa For Sale in Al Sifah Muscat,bayut,194.44444444444446,"(2, 3]"
2.0,2,https://www.bayut.om/en/property/details-129588655.html,Apartment,"Al Sifah, Muscat",85000.0,For Sale,105.0,2 Bedrooms Apartment For Sale Al Sifah Muscat,bayut,809.5238095238095,"(1, 2]"
3.0,2,https://www.bayut.om/en/property/details-129784096.html,Residential Land,"Qurayyat, Muscat",250000.0,For Sale,2500.0,Residential Land For Sale in Qurayyat Muscat,bayut,100.0,"(1, 2]"
1.0,1,https://www.bayut.om/en/property/details-129588671.html,Apartment,"Salalah, Dhofar",47000.0,For Sale,38.0,1 Bedroom Apartment For Sale Salalah Dhofar,bayut,1236.842105263158,"(0, 1]"
2.0,2,https://www.bayut.om/en/property/details-129923288.html,Residential Land,"Al Qabil, Al Sharqiya",4600.0,For Sale,670.0,Land For Sale in Al Qabil Al Sharqiya,bayut,6.865671641791045,"(1, 2]"
6.0,4,https://www.bayut.om/en/property/details-129656858.html,Villa,"Yiti, Muscat",277000.0,For Sale,285.0,4 Bedrooms Villa For Sale Yiti Muscat,bayut,971.9298245614035,"(3, 4]"
5.0,4,https://www.bayut.om/en/property/details-129618073.html,Villa,"Al Ghubrah, Muscat",140000.0,For Sale,341.0,4 Bedrooms Villa For Sale Al Ghubrah Muscat,bayut,410.55718475073314,"(3, 4]"
2.0,2,https://www.bayut.om/en/property/details-129651917.html,Apartment,"The Wave (Almouj), Muscat",115000.0,For Sale,144.0,2 Bedrooms Apartment For Sale The Wave Almouj Muscat,bayut,798.6111111111111,"(1, 2]"
11.0,11,https://www.bayut.om/en/property/details-129790236.html,Residential Land,"Bidiya, Al Sharqiya",500000.0,For Sale,1572.0,Residential Land For Sale in Bidiya Al Sharqiya,bayut,318.06615776081424,"(6, 15]"
3.0,3,https://www.bayut.om/en/property/details-129606023.html,Apartment,"Al Maabilah, Muscat",29000.0,For Sale,141.0,3 Bedroom Apartment For Sale in Al Maabilah Muscat,bayut,205.67375886524823,"(2, 3]"
5.0,4,https://www.bayut.om/en/property/details-129621384.html,Villa,"Ansab, Muscat",145000.0,For Sale,350.0,4 Bedroom Villa For Sale in Ansab Muscat,bayut,414.2857142857143,"(3, 4]"
6.0,8,https://www.bayut.om/en/property/details-129613903.html,Villa,"Al Amarat, Muscat",66000.0,For Sale,344.0,8 Bedrooms Villa For Sale in Al Amarat Muscat,bayut,191.86046511627907,"(6, 15]"
3.0,2,https://www.bayut.om/en/property/details-129591463.html,Apartment,"Barr Al Jissah, Muscat",180000.0,For Sale,200.0,2 Bedroom Apartment For Sale Barr Al Jissah Muscat,bayut,900.0,"(1, 2]"
